0	121	27	10	749
1	52	26	2	112
2	38	27	5	343
3	56	17	9	674
4	58	5	14	1068
5	119	25	15	1138
6	67	26	8	582
7	93	32	6	407
8	57	21	2	126
9	66	23	15	1128
10	59	10	4	286
11	68	19	4	297
12	62	4	15	1153
13	39	26	3	188
14	8	24	2	103
15	116	25	14	1060
16	5	34	10	701
17	122	31	15	1115
18	44	31	11	787
19	106	25	14	1058
20	79	3	6	465
21	45	31	7	475
22	28	33	14	1017
23	49	19	1	52
24	90	18	0	19
25	69	28	16	1207
26	67	27	12	894
27	62	9	1	60
28	67	21	4	289
29	71	24	1	60
30	64	27	10	738
31	58	16	6	440
32	43	26	9	656
33	65	14	10	760
34	86	26	15	1131
35	52	25	12	892
36	71	20	3	219
37	113	33	15	1113
38	57	24	7	503
39	11	34	4	234
40	93	28	8	587
41	32	26	16	1200
42	91	27	3	196
43	94	9	0	43
44	109	33	11	800
45	58	18	16	1219
46	41	33	2	84
47	90	26	15	1132
48	42	30	13	942
49	25	28	6	419
50	41	34	7	474
51	15	28	3	183
52	44	23	11	813
53	62	11	10	761
54	17	34	13	937
55	36	32	1	51
56	108	34	4	254
57	24	30	13	938
58	55	7	10	755
59	8	24	1	50
60	56	30	7	477
61	76	8	4	308
62	74	3	7	543
63	27	28	11	809
64	67	12	16	1228
65	36	32	14	1019
66	68	32	11	792
67	57	21	11	828
68	32	33	7	472
69	98	32	6	408
70	56	19	8	595
71	75	22	6	459
72	57	16	0	12
73	111	30	13	957
74	6	27	2	103
75	44	28	8	579
76	72	25	10	739
77	58	23	14	1062
78	58	14	14	1065
79	90	25	6	430
80	63	21	15	1147
81	68	34	15	1104
82	53	28	12	893
83	86	23	6	429
84	31	30	14	1018
85	85	27	2	117
86	65	21	2	133
87	42	32	10	708
88	67	5	16	1231
89	37	17	0	9
90	85	24	1	53
91	64	18	0	14
92	53	25	12	893
93	68	14	6	455
94	124	34	14	1037
95	118	27	16	1216
96	75	11	4	307
97	69	9	12	924
98	76	14	14	1086
99	34	17	0	8
100	33	26	9	654
101	49	33	11	788
102	92	13	0	43
103	51	24	2	112
104	71	20	11	843
105	21	31	3	158
106	46	27	1	52
107	96	24	3	197
108	54	26	5	347
109	22	24	10	730
110	62	4	11	841
111	34	33	1	51
112	109	26	4	278
113	27	27	13	965
114	23	26	6	418
115	104	24	8	589
116	9	30	11	779
117	0	28	6	414
118	66	12	11	838
119	65	10	8	605
120	92	24	10	743
121	16	18	0	4
122	60	13	3	207
123	31	20	1	51
124	92	26	5	353
125	67	24	10	738
126	40	33	9	630
127	86	27	12	897
128	9	34	11	779
129	105	27	13	979
130	124	25	14	1061
131	17	24	5	339
132	63	32	15	1103
133	78	17	0	16
134	15	26	2	105
135	57	12	10	753
136	64	20	14	1070
137	116	26	11	826
138	112	27	16	1215
139	85	26	7	507
140	17	33	5	313
141	82	24	1	53
142	116	31	3	178
143	10	34	15	1092
144	6	30	16	1169
145	12	34	16	1170
146	125	30	2	101
147	98	25	11	822
148	22	27	12	886
149	68	3	4	302
150	76	19	7	538
151	4	27	16	1194
152	77	3	16	1245
153	86	0	0	38
154	44	5	0	38
155	68	13	0	39
156	57	31	4	243
157	72	21	16	1232
158	104	31	2	97
159	30	3	0	38
160	71	8	6	457
161	65	17	6	447
162	71	12	14	1079
163	118	24	5	358
164	52	33	10	710
165	41	33	16	1176
166	49	25	4	268
167	60	10	0	37
168	12	33	13	936
169	104	26	16	1213
170	60	14	7	519
171	63	16	5	369
172	68	11	16	1236
173	56	33	10	711
174	13	30	2	78
175	49	26	10	736
176	102	33	5	331
177	54	24	6	425
178	81	25	9	662
179	77	21	2	147
180	85	26	6	429
181	92	30	6	407
182	21	32	16	1172
183	100	31	9	642
184	68	5	9	692
185	63	26	2	114
186	62	31	10	712
187	13	23	1	50
188	62	15	9	681
189	75	29	1	53
190	65	4	6	451
191	12	21	1	50
192	16	32	13	937
193	93	26	10	743
194	89	26	12	898
195	71	34	9	636
