0	121	27	10	767
1	52	26	2	112
2	38	27	5	349
3	56	17	9	690
4	58	5	14	1094
5	119	25	15	1166
6	67	26	8	595
7	93	32	6	415
8	57	21	2	128
9	66	23	15	1155
10	59	10	4	292
11	68	19	4	303
12	62	4	15	1181
13	39	26	3	190
14	8	24	2	103
15	116	25	14	1086
16	5	34	10	717
17	122	31	15	1141
18	44	31	11	805
19	106	25	14	1084
20	79	3	6	475
21	45	31	7	485
22	28	33	14	1041
23	49	19	1	52
24	90	18	0	19
25	69	28	16	1236
26	67	27	12	915
27	62	9	1	60
28	67	21	4	295
29	71	24	1	60
30	64	27	10	755
31	58	16	6	450
32	43	26	9	670
33	65	14	10	778
34	86	26	15	1159
35	52	25	12	912
36	71	20	3	223
37	113	33	15	1139
38	57	24	7	513
39	11	34	4	238
40	93	28	8	601
41	32	26	16	1228
42	91	27	3	200
43	94	9	0	43
44	109	33	11	818
45	58	18	16	1249
46	41	33	2	84
47	90	26	15	1160
48	42	30	13	964
49	25	28	6	427
50	41	34	7	484
51	15	28	3	185
52	44	23	11	831
53	62	11	10	779
54	17	34	13	959
55	36	32	1	51
56	108	34	4	258
57	24	30	13	960
58	55	7	10	773
59	8	24	1	50
60	56	30	7	487
61	76	8	4	314
62	74	3	7	555
63	27	28	11	827
64	67	12	16	1258
65	36	32	14	1043
66	68	32	11	810
67	57	21	11	848
68	32	33	7	482
69	98	32	6	416
70	56	19	8	609
71	75	22	6	469
72	57	16	0	12
73	111	30	13	979
74	6	27	2	103
75	44	28	8	591
76	72	25	10	756
77	58	23	14	1088
78	58	14	14	1091
79	90	25	6	440
80	63	21	15	1175
81	68	34	15	1130
82	53	28	12	913
83	86	23	6	439
84	31	30	14	1042
85	85	27	2	119
86	65	21	2	135
87	42	32	10	724
88	67	5	16	1261
89	37	17	0	9
90	85	24	1	53
91	64	18	0	14
92	53	25	12	913
93	68	14	6	465
94	124	34	14	1061
95	118	27	16	1246
96	75	11	4	313
97	69	9	12	946
98	76	14	14	1112
99	34	17	0	8
100	33	26	9	668
101	49	33	11	806
102	92	13	0	43
103	51	24	2	112
104	71	20	11	863
105	21	31	3	160
106	46	27	1	52
107	96	24	3	201
108	54	26	5	353
109	22	24	10	746
110	62	4	11	861
111	34	33	1	51
112	109	26	4	284
113	27	27	13	987
114	23	26	6	426
115	104	24	8	603
116	9	30	11	797
117	0	28	6	422
118	66	12	11	858
119	65	10	8	619
120	92	24	10	761
121	16	18	0	4
122	60	13	3	211
123	31	20	1	51
124	92	26	5	361
125	67	24	10	755
126	40	33	9	644
127	86	27	12	919
128	9	34	11	797
129	105	27	13	1003
130	124	25	14	1087
131	17	24	5	345
132	63	32	15	1129
133	78	17	0	16
134	15	26	2	105
135	57	12	10	771
136	64	20	14	1096
137	116	26	11	846
138	112	27	16	1245
139	85	26	7	519
140	17	33	5	319
141	82	24	1	53
142	116	31	3	180
143	10	34	15	1118
144	6	30	16	1197
145	12	34	16	1198
146	125	30	2	101
147	98	25	11	842
148	22	27	12	906
149	68	3	4	308
150	76	19	7	550
151	4	27	16	1222
152	77	3	16	1275
153	86	0	0	38
154	44	5	0	38
155	68	13	0	39
156	57	31	4	247
157	72	21	16	1262
158	104	31	2	97
159	30	3	0	38
160	71	8	6	467
161	65	17	6	457
162	71	12	14	1105
163	118	24	5	366
164	52	33	10	726
165	41	33	16	1204
166	49	25	4	272
167	60	10	0	37
168	12	33	13	958
169	104	26	16	1243
170	60	14	7	531
171	63	16	5	377
172	68	11	16	1266
173	56	33	10	727
174	13	30	2	78
175	49	26	10	752
176	102	33	5	337
177	54	24	6	433
178	81	25	9	678
179	77	21	2	149
180	85	26	6	439
181	92	30	6	415
182	21	32	16	1200
183	100	31	9	656
184	68	5	9	708
185	63	26	2	115
186	62	31	10	728
187	13	23	1	50
188	62	15	9	697
189	75	29	1	53
190	65	4	6	461
191	12	21	1	50
192	16	32	13	959
193	93	26	10	761
194	89	26	12	920
195	71	34	9	650
196	80	27	8	598
197	48	34	10	725
198	18	27	15	1145
199	109	23	7	524
200	7	25	9	663
201	57	6	8	613
202	22	25	16	1226
203	11	28	16	1224
204	100	23	1	54
205	66	23	5	355
206	48	24	16	1231
207	9	33	12	877
208	67	23	5	355
209	79	4	3	235
210	67	5	7	541
211	62	11	3	219
212	122	33	5	341
213	57	30	3	167
214	67	23	14	1075
215	60	8	7	533
216	104	23	2	123
217	58	32	5	328
218	68	15	4	304
219	78	7	12	954
220	105	26	7	523
221	40	24	16	1230
222	99	34	4	256
223	41	23	16	1230
224	92	26	14	1081
225	120	32	14	1060
226	104	34	9	657
227	70	31	1	60
228	26	31	1	51
229	63	8	3	220
230	67	30	6	409
231	4	33	1	50
232	125	27	3	207
233	7	34	10	717
234	104	26	6	443
235	63	17	10	777
236	114	28	16	1245
237	63	14	6	458
238	78	10	15	1193
239	113	30	9	659
240	70	19	13	1023
241	109	33	12	898
242	5	32	4	237
243	74	22	5	389
244	71	12	12	945
245	99	32	16	1216
246	87	3	0	38
247	65	34	3	169
248	4	34	2	76
249	20	30	15	1120
250	97	30	2	96
251	41	30	8	564
252	75	19	10	790
253	68	4	13	1028
254	7	30	2	77
255	64	28	4	275
256	42	33	2	84
257	7	30	9	637
258	44	28	6	431
259	30	27	8	588
260	78	22	2	149
261	56	20	16	1249
262	45	27	2	111
263	68	31	16	1210
264	100	32	15	1136
265	65	6	7	540
266	48	33	5	325
267	60	33	8	568
268	70	25	3	196
269	100	33	15	1136
270	60	4	16	1254
271	19	25	14	1065
272	64	16	9	697
273	54	25	14	1073
274	73	33	8	571
275	115	26	1	55
276	75	13	10	792
277	50	12	0	35
278	87	26	14	1080
279	83	20	0	17
280	119	32	13	980
281	63	23	4	275
282	76	18	10	790
283	53	8	0	36
284	85	26	14	1079
285	75	23	10	789
286	106	25	13	1004
287	3	30	2	76
288	68	17	2	144
289	44	32	2	85
290	121	31	7	501
291	112	13	0	47
292	36	32	5	323
293	62	17	8	617
294	54	33	9	647
295	58	34	4	248
296	78	27	1	53
297	44	31	2	85
298	30	23	11	828
299	101	25	2	123
300	33	32	15	1122
301	67	10	13	1019
302	28	25	3	187
303	70	26	10	756
304	29	34	15	1122
305	70	28	4	276
306	46	25	5	351
307	44	34	9	645
308	45	31	3	165
309	36	19	1	51
310	98	31	15	1136
311	60	5	1	60
312	54	30	5	327
313	111	26	10	765
314	68	16	14	1104
315	62	13	9	698
316	8	23	15	1143
317	105	24	13	1003
318	58	13	13	1011
319	90	28	3	200
320	5	34	4	237
321	86	20	0	18
322	71	27	3	196
323	41	32	14	1044
324	57	17	16	1250
325	63	32	2	89
326	72	5	8	628
327	91	24	6	440
328	77	23	2	118
329	82	26	2	119
330	41	27	8	590
331	1	27	15	1142
332	70	5	5	388
333	19	31	7	479
334	83	25	11	839
335	67	7	0	38
336	51	32	10	726
337	124	9	0	49
338	52	28	7	512
339	75	32	2	91
340	77	8	3	234
341	38	31	13	963
342	85	23	15	1159
343	50	24	6	432
344	123	31	6	421
345	70	19	10	783
346	49	34	4	246
347	38	1	0	38
348	56	28	10	753
349	69	12	16	1265
350	111	24	3	205
351	40	33	6	404
352	86	27	11	839
353	93	33	11	815
354	117	32	2	100
355	92	34	5	335
356	70	7	6	467
357	103	32	16	1217
358	85	26	15	1159
359	64	30	14	1049
360	40	23	6	430
361	21	34	14	1040
362	75	15	3	231
363	64	9	3	219
364	23	25	2	106
365	78	31	10	732
366	70	7	4	307
367	99	31	16	1216
368	48	27	3	191
369	91	28	14	1080
370	58	14	15	1171
371	38	11	0	33
372	99	25	4	282
373	123	30	4	261
374	85	32	9	653
375	115	25	15	1165
376	32	24	8	588
377	55	16	15	1170
378	61	34	15	1128
379	62	10	13	1019
380	96	33	5	335
381	109	18	1	55
382	47	34	2	85
383	72	22	5	382
384	62	3	9	701
385	123	25	14	1087
386	119	34	14	1060
387	72	34	14	1050
388	6	25	11	823
389	81	26	15	1158
390	78	28	8	598
391	107	32	5	338
392	64	18	5	376
393	49	34	8	566
394	124	23	10	767
395	49	28	8	592
396	0	30	13	956
397	8	33	10	717
398	124	25	9	687
399	76	9	14	1113
400	118	30	8	580
401	66	4	10	781
402	64	6	11	860
403	53	10	0	36
404	45	5	0	38
405	70	7	8	627
406	24	31	10	720
407	25	30	7	481
408	60	9	10	772
409	35	20	0	8
410	110	34	7	498
411	55	9	4	292
412	57	12	7	531
413	75	17	13	1031
414	110	23	4	284
415	111	34	6	419
416	86	34	5	333
417	95	31	16	1215
418	121	31	13	981
419	41	23	15	1150
420	66	27	12	915
421	59	17	12	930
422	66	16	10	777
423	95	28	8	601
424	74	6	7	554
425	85	27	10	759
426	7	34	16	1197
427	91	24	9	680
428	31	30	6	402
429	42	27	16	1230
430	39	23	8	590
431	78	7	16	1274
432	61	2	0	38
433	95	25	5	361
434	115	32	16	1219
435	10	24	8	584
436	108	23	11	844
437	76	13	11	872
438	58	30	1	60
439	63	28	13	995
440	66	23	14	1075
441	97	30	3	176
442	121	33	4	261
443	60	6	3	213
444	5	25	2	103
445	57	22	9	688
446	2	31	11	796
447	22	25	13	986
448	97	28	4	282
449	64	13	5	378
450	83	34	9	653
451	65	13	8	618
452	8	33	8	557
453	77	33	12	892
454	77	30	16	1212
455	77	3	12	955
456	71	9	2	146
457	90	2	0	38
458	63	14	16	1258
459	114	31	6	419
460	62	10	8	619
461	43	32	11	804
462	70	18	4	303
463	79	5	14	1115
464	80	23	7	518
465	80	32	16	1212
466	94	27	14	1081
467	36	28	12	909
468	2	15	0	2
469	25	32	7	481
470	70	16	6	464
471	121	34	14	1061
472	64	27	4	275
473	57	8	3	213
474	36	30	15	1123
475	34	30	15	1123
476	25	32	10	721
477	5	34	7	477
478	18	30	10	719
479	87	29	1	53
480	57	9	0	36
481	79	32	10	732
482	76	23	7	549
483	56	20	10	769
484	72	24	5	356
485	10	34	16	1198
486	7	23	5	343
487	50	1	0	38
488	76	11	6	473
489	14	26	12	904
490	122	15	0	25
491	75	15	11	871
492	59	3	6	454
493	59	8	12	933
494	37	31	12	883
495	44	28	11	831
496	74	32	1	53
497	55	33	15	1127
498	76	15	8	631
499	96	24	9	681
500	109	19	0	22
501	79	5	8	635
502	49	25	5	352
503	55	27	5	353
504	104	32	15	1137
505	66	34	11	809
506	76	9	12	953
507	68	22	8	622
508	110	30	13	978
509	69	10	10	786
510	51	31	3	166
511	75	17	2	151
512	52	28	4	272
513	119	34	3	180
514	72	25	12	916
515	43	23	16	1230
516	19	32	14	1039
517	38	28	13	989
518	18	34	7	479
519	23	24	1	51
520	68	27	8	596
521	110	26	15	1164
522	39	3	0	38
523	69	11	14	1106
524	64	22	3	215
525	115	32	1	55
526	38	28	7	509
527	33	24	2	108
528	13	25	8	584
529	26	34	11	801
530	47	23	7	511
531	111	33	5	339
532	17	32	5	319
533	77	21	12	949
534	82	25	9	679
535	75	5	7	555
536	34	32	5	323
537	106	26	16	1244
538	62	10	3	219
539	39	28	10	750
540	40	25	4	270
541	79	15	10	791
542	10	34	8	558
543	19	31	3	159
544	64	11	2	139
545	40	23	9	670
546	10	23	2	104
547	57	10	12	932
548	60	13	7	531
549	16	26	10	745
550	55	24	14	1073
551	65	15	10	777
552	121	28	4	287
553	93	23	9	681
554	6	23	15	1143
555	27	28	8	587
556	80	33	8	572
557	62	17	12	937
558	25	24	4	267
559	50	0	0	38
560	66	3	10	781
561	44	30	9	645
562	66	12	15	1178
563	77	31	13	972
564	48	26	16	1231
565	76	6	11	874
566	41	27	9	670
567	2	32	7	476
568	36	8	0	32
569	58	33	1	60
570	91	25	10	760
571	70	5	14	1108
572	107	28	7	524
573	109	31	15	1138
574	60	5	3	214
575	67	25	12	915
576	113	31	5	339
577	41	34	2	84
578	95	30	4	255
579	99	23	7	522
580	77	25	11	838
581	64	11	3	219
582	88	34	10	734
583	10	26	9	664
584	47	33	3	165
585	117	27	3	206
586	52	34	5	326
587	122	28	8	607
588	2	34	5	316
589	88	25	15	1160
590	68	9	7	546
591	72	13	7	545
592	51	27	15	1152
593	32	8	0	32
594	78	31	14	1052
595	62	7	0	38
596	48	32	8	565
597	33	27	2	108
598	55	34	4	247
599	86	27	13	999
600	80	23	13	998
601	60	22	9	688
602	65	34	9	649
603	65	7	16	1260
604	35	25	13	989
605	65	23	8	595
606	79	17	8	631
607	2	26	5	342
608	68	12	8	625
609	54	31	12	887
610	22	26	8	586
611	96	30	12	895
612	70	14	14	1105
613	75	11	9	713
614	46	24	10	751
615	63	6	4	300
616	67	5	2	141
617	73	3	0	38
618	69	33	15	1130
619	22	31	10	720
620	25	24	8	587
621	40	23	12	910
622	115	31	16	1219
623	55	1	0	38
624	13	33	13	958
625	50	30	16	1206
626	37	23	10	749
627	78	16	7	551
628	69	3	12	948
629	70	7	16	1267
630	87	32	10	734
631	79	15	2	151
632	40	0	0	38
633	74	3	13	1035
634	60	26	1	60
635	55	6	13	1013
636	112	30	15	1139
637	121	33	13	981
638	15	20	0	4
639	65	12	16	1258
640	2	29	1	50
641	95	31	6	415
642	88	26	14	1080
643	70	23	8	596
644	99	32	11	816
645	25	33	12	881
646	25	32	14	1041
647	91	27	12	920
648	73	34	2	91
649	106	24	12	924
650	56	24	13	993
651	102	26	8	603
652	81	19	1	53
653	95	31	1	54
654	73	14	1	60
655	9	31	2	77
656	36	31	4	243
657	122	25	7	527
658	60	23	10	768
659	86	32	8	573
660	55	8	7	533
661	118	33	4	260
662	106	23	7	524
663	103	24	12	923
664	64	24	1	60
665	101	18	0	21
666	69	32	14	1050
667	94	33	4	255
668	124	32	11	821
669	32	25	10	748
670	102	33	1	54
671	105	30	5	337
672	69	27	12	916
673	122	31	12	901
674	8	30	8	557
675	14	31	7	478
676	35	18	1	51
677	35	27	14	1069
678	58	17	7	530
679	66	26	1	60
680	122	34	5	341
681	93	31	16	1215
682	97	15	0	20
683	38	34	8	563
684	64	13	7	538
685	95	26	13	1001
686	75	12	4	312
687	41	17	0	9
688	22	34	4	240
689	69	19	2	143
690	67	12	6	458
691	33	25	10	748
692	66	31	12	889
693	71	20	6	463
694	74	6	14	1114
695	79	33	1	53
696	67	10	5	379
697	56	17	13	1010
698	20	23	2	106
699	109	18	0	22
700	60	21	6	448
701	121	21	1	55
702	98	27	5	362
703	111	26	3	205
704	7	34	11	797
705	109	33	13	978
706	102	33	10	737
707	105	23	2	123
708	117	31	11	820
709	121	23	4	287
710	57	18	7	529
711	62	32	4	248
712	65	4	16	1261
713	119	23	2	126
714	122	27	7	527
715	20	30	14	1040
716	68	27	5	356
717	43	28	13	990
718	1	32	7	476
719	100	34	10	736
720	62	21	4	295
721	85	25	16	1239
722	40	27	15	1150
723	19	23	12	905
724	80	28	11	838
725	77	7	2	154
726	2	31	14	1036
727	90	26	9	680
728	105	28	9	683
729	13	23	2	104
730	81	30	4	252
731	71	3	10	788
732	37	31	16	1203
733	67	12	1	60
734	97	27	12	922
735	64	25	3	195
736	16	33	3	159
737	110	31	14	1058
738	72	19	8	623
739	11	28	3	184
740	103	28	13	1003
741	4	28	6	422
742	24	25	3	186
743	67	24	13	995
744	62	6	5	380
745	41	23	4	270
746	71	21	15	1182
747	69	8	3	227
748	56	6	2	133
749	11	32	9	638
750	103	30	3	177
751	19	24	12	905
752	48	28	1	52
753	103	27	13	1003
754	33	30	8	562
755	58	30	8	568
756	82	32	15	1133
757	67	17	1	60
758	75	31	8	571
759	1	23	16	1222
760	72	3	11	868
761	49	28	7	512
762	88	25	8	600
763	71	27	5	356
764	10	23	9	664
765	34	30	1	51
766	14	31	14	1038
767	85	33	3	173
768	76	13	6	472
769	68	18	11	863
770	49	32	1	52
771	21	24	8	586
772	77	19	11	870
773	62	21	11	855
774	103	27	3	203
775	56	33	12	887
776	32	23	6	428
777	36	31	8	563
778	72	27	1	60
779	18	13	0	29
780	121	24	14	1087
781	37	33	13	963
782	56	11	6	452
783	77	23	4	278
784	85	17	0	18
785	60	11	4	292
786	38	30	2	83
787	122	24	12	927
788	63	14	15	1178
789	16	34	10	719
790	92	12	0	43
791	32	30	2	82
792	71	3	12	948
793	74	9	12	953
794	76	12	5	392
795	96	30	5	335
796	107	24	15	1164
797	57	19	14	1089
798	79	27	7	518
799	55	33	1	52
800	65	3	8	621
801	62	3	13	1021
802	57	11	6	452
803	90	31	9	654
804	122	23	8	607
805	19	31	5	319
806	40	34	4	244
807	25	26	4	267
808	63	17	11	857
809	86	32	14	1053
810	79	5	3	235
811	22	28	7	506
812	55	7	0	38
813	117	16	0	24
814	86	30	7	493
815	26	24	9	667
816	69	9	4	306
817	82	32	4	253
818	55	4	7	534
819	62	10	16	1259
820	66	32	8	569
821	17	25	9	665
822	92	30	11	815
823	29	25	3	188
824	99	34	5	336
825	82	33	15	1133
826	70	5	6	468
827	77	32	8	572
828	25	23	4	267
829	27	32	11	801
830	39	32	4	244
831	56	33	15	1127
832	8	23	4	263
833	67	24	11	835
834	68	9	10	786
835	78	25	8	598
836	101	22	1	54
837	84	28	3	199
838	56	31	8	567
839	67	32	15	1129
840	75	32	12	891
841	78	11	13	1033
842	105	23	13	1003
843	75	21	1	53
844	69	20	10	783
845	44	24	14	1071
846	103	19	1	54
847	63	19	10	776
848	14	32	10	718
849	119	30	14	1060
850	71	19	8	623
851	14	27	3	184
852	62	15	1	60
853	113	27	13	1005
854	121	31	11	821
855	5	25	9	663
856	44	25	15	1151
857	13	23	4	264
858	60	14	11	851
859	77	20	12	950
860	89	32	7	494
861	68	28	9	676
862	17	27	1	50
863	78	4	10	795
864	66	25	16	1235
865	3	32	8	556
866	95	33	3	175
867	24	30	10	720
868	13	32	5	318
869	71	4	13	1028
870	77	10	16	1273
871	49	33	13	966
872	0	23	6	422
