0	884	1144	0	111
1	257	1304	3	543
2	1265	1232	3	579
3	1180	1073	2	428
4	868	1092	4	739
5	588	881	4	718
6	1116	745	3	589
7	84	25	0	0
8	288	568	1	166
9	1145	62	4	664
10	557	204	4	632
11	607	846	2	406
12	929	726	4	755
13	279	455	3	479
14	48	1	4	628
15	1120	1253	4	736
16	891	1166	4	739
17	1032	1094	3	580
18	1161	106	0	36
19	449	1102	4	703
20	856	972	0	121
21	1040	1205	4	737
22	1124	1227	1	265
23	1208	937	2	429
24	891	153	2	353
25	60	1187	4	700
26	155	247	1	157
27	1354	1254	4	736
28	989	731	2	439
29	825	1179	2	426
30	787	560	0	56
31	554	738	1	252
32	796	187	1	197
33	1001	909	3	594
34	432	214	1	159
35	973	281	0	38
36	1240	141	1	193
37	552	226	3	475
38	390	888	2	401
39	1186	31	3	507
40	1167	945	3	586
41	729	475	2	368
42	272	825	4	709
43	45	215	4	628
44	977	794	3	595
45	645	280	0	5
46	448	390	4	640
47	90	261	1	157
48	838	393	1	206
49	175	445	1	165
50	1228	281	2	350
51	1125	45	0	36
52	1139	1020	2	428
53	266	1114	3	543
54	542	599	3	493
55	929	362	1	205
56	1345	1191	1	265
57	227	124	1	157
58	758	407	3	521
59	980	474	4	679
60	403	871	4	715
61	1195	708	0	156
62	1105	248	0	36
63	29	1115	3	543
64	1201	801	0	117
65	152	289	4	634
66	145	899	2	394
67	1165	1116	2	422
68	507	269	2	318
69	1307	97	2	350
70	978	944	4	747
71	1200	923	0	116
72	278	883	1	237
73	1102	795	0	117
74	405	626	1	174
75	1308	193	4	664
76	1047	1127	2	423
77	144	1158	3	543
78	610	410	1	171
79	173	219	0	0
80	247	429	2	321
81	932	613	1	212
82	210	534	3	480
83	1041	1163	1	266
84	1183	466	3	515
85	54	32	2	314
86	1275	51	0	36
87	1208	871	2	430
88	348	1198	0	73
89	1133	495	1	201
90	1221	920	1	273
91	1154	293	3	513
92	1100	851	3	588
93	212	186	4	628
94	970	857	1	281
95	64	119	2	314
96	1310	1109	2	422
97	45	265	1	157
98	1132	367	3	514
99	466	789	1	248
100	1153	1006	3	586
101	207	548	2	323
102	934	1132	2	425
103	138	223	0	0
104	86	1125	2	386
105	493	734	3	562
106	573	1211	0	76
107	924	264	2	353
108	1331	197	1	193
109	895	1105	1	268
110	867	208	1	196
