0	884	1144	0	99
1	257	1304	3	487
2	1265	1232	3	519
3	1180	1073	2	384
4	868	1092	4	663
5	588	881	4	646
6	1116	745	3	529
7	84	25	0	0
8	288	568	1	150
9	1145	62	4	596
10	557	204	4	568
11	607	846	2	366
12	929	726	4	679
13	279	455	3	431
14	48	1	4	564
15	1120	1253	4	660
16	891	1166	4	663
17	1032	1094	3	520
18	1161	106	0	32
19	449	1102	4	631
20	856	972	0	109
21	1040	1205	4	661
22	1124	1227	1	237
23	1208	937	2	385
24	891	153	2	317
25	60	1187	4	628
26	155	247	1	141
27	1354	1254	4	660
28	989	731	2	395
29	825	1179	2	382
30	787	560	0	52
31	554	738	1	228
32	796	187	1	177
33	1001	909	3	534
34	432	214	1	143
35	973	281	0	34
36	1240	141	1	173
37	552	226	3	427
38	390	888	2	361
39	1186	31	3	455
40	1167	945	3	526
41	729	475	2	332
42	272	825	4	637
43	45	215	4	564
44	977	794	3	535
45	645	280	0	5
46	448	390	4	576
47	90	261	1	141
48	838	393	1	186
49	175	445	1	149
50	1228	281	2	314
51	1125	45	0	32
52	1139	1020	2	384
53	266	1114	3	487
54	542	599	3	445
55	929	362	1	185
56	1345	1191	1	237
57	227	124	1	141
58	758	407	3	469
59	980	474	4	611
60	403	871	4	643
61	1195	708	0	140
62	1105	248	0	32
63	29	1115	3	487
64	1201	801	0	105
65	152	289	4	570
66	145	899	2	354
67	1165	1116	2	378
68	507	269	2	286
69	1307	97	2	314
70	978	944	4	671
71	1200	923	0	104
72	278	883	1	213
73	1102	795	0	105
74	405	626	1	158
75	1308	193	4	596
76	1047	1127	2	379
77	144	1158	3	487
78	610	410	1	155
79	173	219	0	0
80	247	429	2	289
81	932	613	1	192
82	210	534	3	432
83	1041	1163	1	238
84	1183	466	3	463
85	54	32	2	282
86	1275	51	0	32
87	1208	871	2	386
88	348	1198	0	65
89	1133	495	1	181
90	1221	920	1	245
91	1154	293	3	461
92	1100	851	3	528
93	212	186	4	564
94	970	857	1	253
95	64	119	2	282
96	1310	1109	2	378
97	45	265	1	141
98	1132	367	3	462
99	466	789	1	224
100	1153	1006	3	526
101	207	548	2	291
102	934	1132	2	381
103	138	223	0	0
104	86	1125	2	346
105	493	734	3	506
106	573	1211	0	68
107	924	264	2	317
108	1331	197	1	173
109	895	1105	1	240
110	867	208	1	176
111	1022	217	3	456
112	220	129	2	282
113	1160	963	2	385
114	1141	463	2	322
115	284	1331	3	487
116	262	1217	1	205
117	104	1203	3	487
118	251	713	1	280
119	1199	1054	0	102
120	161	1262	4	628
121	1201	1282	1	237
122	1355	1143	1	237
123	382	1006	0	75
124	906	1198	1	240
125	1306	176	2	314
126	471	783	3	506
127	1277	22	0	32
128	1200	432	0	39
129	1036	285	0	33
130	1198	1341	2	378
131	989	1218	3	521
132	4	1144	1	205
133	645	399	4	578
134	948	808	2	394
135	410	264	1	143
136	1083	1154	4	660
137	322	149	4	565
138	923	161	4	599
139	1190	94	2	314
140	1303	84	2	314
141	648	227	4	569
142	614	463	3	441
143	574	201	1	145
144	421	535	4	580
145	483	252	4	567
146	643	949	0	78
147	1104	1242	4	660
148	1169	310	3	461
149	1227	1326	0	96
150	1317	1118	0	96
151	1081	543	1	182
152	809	990	4	673
153	112	282	2	282
154	202	1257	2	346
155	993	871	2	393
156	187	589	3	433
157	341	1124	3	488
158	983	396	3	466
159	533	269	2	286
160	128	1196	0	64
161	496	419	1	153
162	169	910	0	72
163	477	1146	1	208
164	1086	1168	2	378
165	1178	1215	3	519
166	413	995	2	357
167	1051	1132	1	238
168	236	838	0	73
169	174	1185	1	205
170	1006	465	3	470
171	1142	304	4	602
172	491	381	2	294
173	1137	975	3	526
174	942	1006	1	248
175	682	152	2	419
176	1193	1293	0	96
177	546	1117	0	68
178	825	623	1	196
179	1168	1363	4	660
180	1253	1321	0	96
181	258	63	4	564
182	1059	1152	2	379
183	400	449	2	297
184	1197	1147	3	519
185	1279	110	4	596
186	973	288	1	175
187	432	875	2	361
188	402	924	0	79
189	831	1222	1	241
190	1008	795	2	394
191	490	285	3	426
192	592	379	1	155
193	1331	103	3	455
194	545	980	0	77
195	1174	1267	2	378
196	192	773	1	215
197	1121	930	1	245
198	596	840	3	507
199	983	274	2	316
200	1179	375	2	321
201	1339	73	4	596
202	865	957	3	531
203	821	745	1	260
204	168	1174	3	487
205	1356	1287	0	96
206	242	1356	2	346
207	973	232	2	316
208	252	633	1	151
209	570	642	2	305
210	526	1165	2	350
211	988	198	2	316
212	143	98	2	282
213	1042	1144	2	379
214	418	815	2	362
215	569	180	3	427
216	30	208	2	282
217	501	1203	3	490
218	424	877	1	220
219	551	200	3	427
220	1149	1065	3	525
221	926	989	2	390
222	650	1089	2	420
223	1123	1057	0	102
224	1182	200	1	173
225	237	821	0	73
226	72	50	2	282
227	183	1289	0	64
228	886	389	3	467
229	440	226	3	426
230	254	959	1	212
231	1119	1324	1	237
232	877	605	4	615
233	1092	1317	0	96
234	199	1084	3	487
235	476	592	3	442
236	1315	180	4	596
237	472	982	3	499
238	5	123	3	423
239	67	1322	3	487
240	268	500	2	290
241	852	230	3	459
242	180	386	4	571
243	266	669	4	703
244	1305	256	2	314
245	1268	1365	0	96
246	1098	1174	2	378
247	181	82	4	564
248	742	926	2	396
249	1176	33	0	32
250	847	190	2	318
251	975	631	4	613
252	272	801	3	496
253	1024	1165	1	238
254	970	169	3	457
255	409	1136	2	348
256	1054	1201	4	661
257	197	519	2	291
258	422	845	2	362
259	379	1099	4	630
260	1282	1119	0	96
261	1350	1176	0	96
262	752	441	1	191
263	819	242	1	177
264	414	624	2	299
265	524	367	1	154
266	1353	215	1	173
267	1129	802	4	669
268	577	217	4	569
269	1337	1098	2	378
270	213	672	2	421
271	996	158	0	34
272	1136	368	2	321
273	587	561	4	584
274	1262	1157	3	519
275	1209	378	0	39
276	1330	1200	4	660
277	1127	1023	2	384
278	282	1348	0	64
279	1130	125	1	173
280	1110	90	3	455
281	458	395	1	153
282	1138	1004	1	244
283	89	1320	0	64
284	1088	876	1	245
285	1173	1086	1	237
286	1128	87	1	173
287	994	813	1	253
288	526	1088	1	209
289	177	1296	3	487
290	887	383	1	185
291	972	381	3	466
292	1234	258	0	32
293	37	1240	2	346
294	892	1196	1	240
295	156	630	1	151
296	1167	1248	4	660
297	190	1029	4	634
298	1016	1119	0	97
299	107	1336	1	205
